context	label	split
We next identified well-characterized Saccharomyces cerevisiae polarity genes BNI1, BUD3, BUD6 and SPA2 (Amberg et al., 1997; <CITED HERE>; Sagot et al., 2002; Sheu et al., 1998).	background	train
This convergent interviewing methodology is justified for this research in four ways <CITED HERE>.	method	train
…and Misra (1981)—where a deadlock-detection strategy is employed in place of prevention, Mehl (1990), Yu, Ghosh, and DeBenedictis (1990), Lin, Lazowska, and Hwang (1992), Nicol (1992), Ayani and Rajaei (1994), Blanchard, Lake, and Turner (1994), Teo and Tay (1994), and<CITED HERE>).	method	train
Radiological imaging has been used extensively to assess pulmonary TB (Davis et al., 2009; <CITED HERE>; Lin et al., 2013; Ordonez et al., 2015b; Via et al., 2012) and, more recently, as a biomarker of treatment responses in humans (Chen et al., 2014; Salazar-Austin et al., 2015).	method	train
Moreover, one study showed that readmission rates, as well as postdischarge and 30-day mortality rates, did not differ among hospitals despite significant variation in LOS.<CITED HERE> While this study evaluated the relationship of mortality rates and cross-sectional (rather than longitudinal) variation in LOS, it does suggest that physicians’ judgment about criteria for early discharge does not compromise post-discharge outcomes.	background	train
In contrast to these results, the Nur77 gene, encoding a transcription factor implicated in T cell death (29) and thymocytenegative selection <CITED HERE>, is up-regulated by stimulation of thymocytes with ionomycin alone (Fig.	result	train
Likewise, increased BMI resulted in prolonged LOS and has been implicated in more complicated liver transplantation <CITED HERE>.	background	train
In [13] is introduced another infinite class of balanced functions, in any even number of variables, with optimal algebraic immunity, which is related to the class of <CITED HERE>.	background	train
Other specific issues such as the lack of bicycle parking at schools, for instance, are also important barriers to this activity (<CITED HERE>).	background	train
"For these experiments, RNA was purified using the TRIzol procedure (Invitrogen, Carlsbad, CA), and cDNA was generated using the avian myeloblastosis virus reverse transcriptase (Promega, Madison, WI); 5 g of cDNA were used for the subsequent PCRs.
Western analysis of HPOX and <CITED HERE> expression."	method	train
"Consistent with a role in preprocambial formation, CVP2 and CVL1 follow the
expression patterns of auxin and PIN1, narrowing from broad expression to specific files
of cells that will develop into the procambium (<CITED HERE>)."	background	train
Pacific (7) 364 90 105 Mountain (5) 300 90 90 West North Central (5) 400 88 90 West South Central (6) 314 75 90 East North Central (8) 400 119 120 East South Central (5) 300 89 90 New England (6) 299 92 90 Middle Atlantic (8) 401 136 121 South Atlantic (7) 378 77 105 Total (57) (3156) (856) (901) human cases of staphylococcal infection <CITED HERE>, as well as in the LEADER Program for 2007 (Mendes et al.	background	train
Based on the information, the occupant simulator simulates the location of each occupant at each time step based on the first-order homogeneous Markov chain model introduced in <CITED HERE> and Feng et al. (2015).	method	train
Camphor, another essential oil component, is now known to exert analgesic effects probably through inhibition of TRPA1 <CITED HERE> and activation of TRPM8 [38].	background	train
Cryopreserved PBMC from an HIV-1 infected individual, patient ZA159, who developed strong MPER specific antibody responses during disease progression (Liechti et al, in preparation), were obtained through the Zurich primary HIV infection (ZPHI) study <CITED HERE>.	method	train
Interestingly, high ADC values in tubers have been associated with epileptogenicity of the lesion <CITED HERE>.	background	train
Consistent with the previous results in the hippocamp <CITED HERE> or liver [25], we proved that azidothymidine (AZT) could reduce the protein expression of TERT in pulmonary vessels (Figure 1C, 2A, 2B, 2C).	result	val
Poor results were graded when the symptoms did not improve or worsened after the operation.(<CITED HERE>)	background	train
Serogrouping of the carriage isolate collection was accomplished by conducting slide agglutination with commercial antisera using published methods <CITED HERE>.	method	train
The main idea behind logic programming is that the programmer must de ne only the logic component of an algorithm and leave the way how the solutions are found to the machine|it is also expressed by the equation coined by Kowalski <CITED HERE>: A(lgorithm) = L(ogic) + C(ontrol) where the Control component is xed and an algorithm is in uenced only by the Logic component.	method	train
due to enhanced glucose uptake and utilization resulting in malonyl-CoA inhibition of carnitine palmitolyltransferase I, thereby reducing the entry of FA into mitochondria for oxidation <CITED HERE>.	background	train
At a certain point, when these parameters are scaled, the mathematical model is able to differentiate noninvasive tumor growth to unstable, infiltrative growth <CITED HERE>.	background	train
Optimal transmission policies with energy harvesting nodes that transmit using fading wireless channels are considered in <CITED HERE>.	background	train
<CITED HERE> found a significant increase in stroke length but no increase in swimming performance, similar to the above.	background	train
Statistical dimensionality reduction: Chi Squared or Document Frequency criteria were employed to reduce the feature vector dimensionality <CITED HERE> [13].	method	train
"Model data
Monthly model <CITED HERE> were obtained from four CCSM3 simulations, using SST observations from 1870 to 2000 and forced with the IPCC SRES A1B emission scenario for the period 2000–2100 (Collins et al. 2006)."	method	train
Target (estimated dry) weight was assessed with each treatment by non-invasive volume monitoring (NIVM; Critline, Hemametrics, Kaysville, UT), according to our published algorithm <CITED HERE>.	method	val
<CITED HERE> and Rius et al. (1996) confirmed this observation and suggested that lysine enhanced antibiotic production by a precursor effect as a substrate of LAT and as an inducer of LAT.	background	train
"The electric field was generated by parallel electrodes with a 40 cm1989; <CITED HERE>; Hagino et al., 1992; Lai et
al., 1993; Yu et al., 1993]. air gap."	background	train
Longterm culture in the absence of selective pressure may result in the loss of transgene copy number [55, 56], and reduction or elimination in the gene-specific transcription (gene silencing) <CITED HERE>, according to the site of transgene integration.	background	val
In contrast, in a previous study of oral PCP self-administration, intake was higher in the luteal than the follicular phase of the menstrual cycle (Carroll et al. 2013; <CITED HERE>).	result	train
Furthermore, these studies suggested that there was no significant difference in the recovery period of lower lip hypoesthesia after SSRO between titanium and an absorbable plate (<CITED HERE>).	background	train
The final convergent interview occurs when interview data analysis of that interview shows there is stability through a consistent pattern of agreements and disagreements in the last two interviews <CITED HERE>.	background	train
"8
Though spatial variation in antibiotic phenotypes among Streptomyces populations has been documented (<CITED HERE>), little is known about how resource use varies among Streptomyces communities from different locations."	background	train
The quality of concealment allocation was interpreted according to Gibson and Waddell <CITED HERE> in 3 grades: A, clearly yes is some form of centralized randomization scheme or assignment system; B, unclear, assignment envelopes, a ‚Äò‚Äòlist‚Äô‚Äô or ‚Äò‚Äòtable‚Äô‚Äô, evidence of possible randomization failure such as markedly unequal control and trial groups, or trials stated to be random but with no description; C, clearly no, alternation, case numbers, dates of birth, or any other such approach, allocation procedures that were transparent before assignment.	method	train
Left ventricular hypertrophy (LVH) is a common pattern of cardiovascular injury in CKD that affects up to 75%of individuals by the time they reach end-stage renal disease <CITED HERE>.	background	train
<CITED HERE> concentrated on the lower intestine (distal ileum, cecum and distal colon), whereas the principal focus of Knauf et al.	background	train
We have recently reported the effects of NAC on exercise and blood redox status <CITED HERE> during short-term, intense, and prolonged cycling exercise in healthy men.	background	train
However, PCR surveys of Hox genes often encounter a bias of the preference of degenerate primers and therefore, the actual number of existing genes is underestimated <CITED HERE>.	background	train
Adipogenesis is a complex process characterized by significant changes in cell shape involving extensive remodeling of the cytoskeleton <CITED HERE> and ECM [10,13].	background	train
The previously reported functional UGT1A9 118T9/10 variant <CITED HERE> was also observed at a frequency of 0.	background	train
Enhanced resistance of CML blast crisis cells to STI-571 treatment has been related to (1) a mutation in the ATPbinding pocket of the Bcr-Abl kinase preventing STI571 binding, <CITED HERE> the amplification of the Bcr-Abl gene or to (3) increased expression of the multidrug resistance P-glycoprotein.	background	train
As known from the literature <CITED HERE>, the global versions of PSO (PSOgbest and BBPSO) may present poor results on high multimodal functions, especially as is the case for f3 up to f8.	background	train
This result is generally consistent with the percentage reported by <CITED HERE>(90%, follow-up 5 years).	result	train
The Schmidt (GSE11121) and Wang (GSE2034) cohorts were both composed of the tumour specimens from lymph node-negative patients <CITED HERE>.	background	train
The filtered sample was analyzed by an Alkem 3000 Phosphorus analyzer (Alpkem, OI Analytical, TX, USA) using the USEPA method 365.1 (USEPA, 1984) by the molybdate blue colorimetric approach (<CITED HERE>).	method	train
The PF, contractile RFD and CI were expressed relative to body mass. Contractile RFD is strongly influenced by the PF capacity of a muscle (<CITED HERE>; Blazevich et al. 2009).	method	val
The same group could demonstrate that the smaller the peak frequency of cortico-muscular coherence is the clinically worse the HE (<CITED HERE>).	method	train
Blue light (BL)-specific responses are ubiquitous in plant cells, and include phototropism, inhibition of stem elongation and stomatal opening (<CITED HERE>; Short and Briggs, 1994; Ahmad and Cashmore, 1996).	background	train
It is well-known <CITED HERE> that this Hanany-Witten configuration produces the matter content of our chiral field theory.	method	val
The current approach employed by cell phone providers is to 1) issue limited term access to cell phone signature data (extending from a few days to many months) and 2) remove all identifying customer data prior to releasing the cleansed data to a third party (<CITED HERE>).	background	train
"Concentration of Pb was also comparable to reported values from Java Sea (Everaarts 1989), Semarang (<CITED HERE>), offshore and
intertidal west coast of Peninsular Malaysia (Yap et al. 2002), Seberang Prai, Malaysia (Ismail and Asmah 1999), Johor Straits, Singapore (Wood et al. 1997)."	result	train
This is consistent with results reported by <CITED HERE>, who found that clients in both a CBT intervention group and a didactic (control) treatment group showed evidence of a significant pre post reduction in overgeneral ABM disclosure.	result	val
<CITED HERE> reported that a bilineal positive family history of mood disorders resulted in substantially increased lifetime incidence of mood disorders in the offspring compared with when only one parent or no parent was affected, and these finding have recently be affirmed (4).	result	train
In contrast to other measures of gait during dual tasking (Springer et al. 2006; <CITED HERE>), GA was not related to executive function or attention.	result	train
…to ions (Visconti et al., 2002), acquisition of hyperactivated motility (de Lamirande et al., 1997), and phosphorylation of proteins on tyrosine (Tyr), serine (Ser) and threonine (Thr) residues (de Lamirande et al., 1997; Baldi et al., 2000; de <CITED HERE>; Urner and Sakkas, 2003).	background	train
After a review of the study abstracts, we retrieved 24 articles for further assessment of which 21 were found to be relevant (2, 14-33); 3 studies were excluded because they were duplicate reports from the same study <CITED HERE>.	background	train
We evaluated our document model using an established dataset for semantic document similarity (50 documents dataset from <CITED HERE>(LP50)) and show that our approach outperforms baselines relying on traditional, i.	method	train
Nevertheless, the biological mechanisms underlying these biochemical/biophysical properties depend on complex and interdependent biological mechanisms, and the influence of these mechanisms on the final texture and tenderness of the meat is still not crystal clear <CITED HERE>.	background	train
It has been demonstrated that all da neuron classes require Dscam for dendrite self-avoidance (<CITED HERE>; Matthews et al., 2007; Soba et al., 2007).	background	val
The segmentation clock has been proposed to rely on a Hes/Her-based negative-feedback loop driving oscillations by delayed transcriptional repression (Bessho et al., 2003; <CITED HERE>).	background	train
Here we have to focus on the most related ones, which are categorized into unsupervised <CITED HERE> and supervised [11, 9, 17, 12, 16, 1, 2] approaches.	background	train
Twitter sentiment classification have intensively researched in recent years <CITED HERE>.	background	train
…of LY379268 significantly inhibits phencyclidine- or D-amphetamine-induced locomotor behavior (Cartmell et al., 1999), cocaine selfadministration (Adewale et al., 2006; Baptista et al., 2004) and reinstatement of drug-seeking behavior (<CITED HERE>; Peters and Kalivas, 2006).	background	val
The ‘‘ongoing inhibition’’ effect is considered for the most sensitive enzymatic component <CITED HERE>.	background	train
During cortical development, the progenitors of cerebral cortical excitatory neurons proliferate mainly at the ventricular zone and produce immature neurons that radially migrate toward the brain surface while undergoing various morphological changes (Figure 1a) <CITED HERE>.	background	train
…across more lots, the greater N content would result in increased content of NH3, which commonly leads to phytotoxicity (Khan et al., 2014; Bitts <CITED HERE>), as evidenced by the GI observed for lettuce and cucumber seeds, which worsened as beddings were used across more lots (Table 2).	background	train
…of MWEs for NLP applications such as information retrieval (Doucet and Ahonen-Myka 2004; Xu et al. 2010; Acosta et al. 2011), word sense disambiguation (Finlayson and Kulkarni 2011), MT (<CITED HERE>; Pal et al. 2010) and ontology learning (Venkatsubramanyan and Perez-Carballo 2004).	method	train
The most likely explanation for this is the low degree of protection in US, coupled with the fact that illegal hunting appears to impact more heavily on colobines, especially the red colobus (<CITED HERE>).	background	val
For dino and face, we have used PMVS to reconstruct a set of patches that are then converted into a 3D mesh model using the method described in <CITED HERE> (Fig.	method	train
05) were aligned against the GenBank (Benson et al., 2012) nr database with TBLASTN (<CITED HERE>) for annotation.	method	train
A cross-sectional analysis was conducted using data from the Boston Rehabilitative Impairment Study in the Elderly (Boston RISE).<CITED HERE> Briefly, Boston RISE is a prospective study of 430 community-dwelling older adults (≥65) residing in the greater Boston area who are at risk of mobility decline.	method	train
Two cohort studies that included only women showed robust risk estimates (Puett et al., 2008; Miller et al., 2007), whereas one cohort including only men showed no effects (<CITED HERE>).	result	train
In the present study as well as in several previous studies <CITED HERE>, the pressure in the ankle vein was measured to estimate the venous pressure changes in exercising legs.	method	train
Although the internally quenched substrate Abz-(R)4SAGnYamide was shown previously to be efficiently cleaved by DEN NS2B(H)-NS3pro, (kcat/Km: 11087 M 21 s(21)) <CITED HERE>, binding affinity and cleavage efficiency (kcat/Km: 19 M 21 s(21)) of this peptide was substantially lower (approx.	result	train
Open support environments proposed in the recent literature are based on open architecture like Grid [5, 6, 22, 4] and SOA <CITED HERE>.	background	train
Such studies are usually conducted for memory evaluation [1, 2], coding and retrieving information in the brain [3], guilty-innocent identification [4-6], and examining the brain response during observation of object-face images or meaningful/familiar-meaningless/unfamiliar images <CITED HERE>.	background	train
Our immunohistochemical results <CITED HERE> indicate that collagen type VI is particularly abundant at the sites of insertion of SMAS.	result	val
, number of patients assigned to a nurse during the most recent shift) due to known reliability and validity issues of staffing measures derived from administrative databases <CITED HERE>.	background	train
For the latter, hydroxyquinol is the common ring cleavage substrate (<CITED HERE>), whereas for phenol another pathway is employed.	background	train
As described before <CITED HERE>, simulations of the progression of an initially very small tumor in the absence of any treatment leads to three scenarios.	background	train
Sequences were clustered into operational taxonomic units (OTUs) based on 97% sequence similarity using <CITED HERE> [50].	method	train
Endothelial or extracellular hypoxia, acidosis, and free oxygen radicals have been shown to cause IMA increase <CITED HERE>, thus IMA can be detected early on the beginning of ischemia.	background	train
It will be of interest in future studies to determine if Brd13 plays a role in local auxin synthesis fostering dynamic changes in tip growth or innate immunity (<CITED HERE>).	background	train
and loss of EphB2 has been linked to age-related cognitive dysfunction <CITED HERE>.	background	val
First characterized by Meis-Kindblom in 1995 <CITED HERE>, sclerosing epithelioid fibrosarcoma (SEF) is a rare soft tissue tumor exhib-	background	train
"In absence of FGF activity, patterning is thus significantly reduced because of a defective migration of epiblast cells through the primitive streak
(Deng et al., 1994; Yamaguchi et al., 1994; Sun et al., 1999; <CITED HERE>)."	background	train
"The efficient-score method with
continuity correction as described by <CITED HERE> [27] was used for the calculation of 95% confidence intervals on proportions."	method	train
In Experiment 1, using the stimuli from <CITED HERE> and the same duration of familiarization and test trials used in Pascalis and colleagues (Pascalis et al., 2002; Pascalis et al., 2005), we demonstrated that 12-month-olds fail to reliably discriminate unfamiliar monkey faces.	method	train
Building on <CITED HERE> and inspired by the nonconvexity challenge of PSSE, the goal of this paper is to develop a polynomial-time SE solver for AC power networks, which also features competitive statistical performance.	method	train
We administered the Conflict Resolution Style Inventory (CRSI; <CITED HERE>) [40] to measure adolescents‚Äô style of handling conflicts in the current romantic relationship.	method	train
<CITED HERE> used the SOM network to organize Web documents into a two-dimensional map based on the contents of documents.	method	val
Furthermore, the kinetics of exo-AFBO formation by P450 1A5 followed Michaelis– Menten kinetics (Yip and Coulombe, 2006), while that for 3A37 exhibited sigmoidal kinetics following the Hill equation, suggestive of apparent cooperativity between AFB1 and P450 3A37 <CITED HERE>b).	background	val
Earlier studies showed heterogeneous patterns in correlative relationships between natural parasite load and innate immunity <CITED HERE>, no experimental evidence of pathogenic effects on NAb concentration, and small effects on complement only [e.	method	train
However, an analysis of the converted pairwise distance matrix shows that this minimum eigenvalue is quite large, thus making it meaningless to prune by the triangle inequality <CITED HERE>.	background	train
Induction of the SigB-dependent general stress regulon provides B. subtilis cells with a multiple, non-specific and pre-emptive stress resistance that includes protection against a growthinhibiting heat shock (54 uC) (Hecker & Völker, 2001; Höper et al., 2005<CITED HERE>999).	background	train
The technique is partially adapted from previous methods <CITED HERE> and has been described previously (Anderson et al.	method	val
GltA1 (citrate synthase I) and citA (citrate synthase II), that are known to be induced under stresses <CITED HERE>, were more highly induced in Dfcr mutants, compared to WT, under MS.	background	train
As expected from our previous studies <CITED HERE>, the 23-RSS substrate is nicked robustly by the RAG proteins under these conditions, with some hairpin formation and aberrant nicking in the spacer also detected.	result	train
The main co-product of the corn dry milling process, distiller’s grains (DG) or distiller’s grains and solubles (DGS), contains significant amount of protein, polysaccharide and fat<CITED HERE>8a), and is therefore, primarily sold as an animal feed replacement for whole corn.	background	train
Underage drinking is a major contributor to all three leading causes of death for this age group: unintentional injury, homicide, and suicide <CITED HERE>.	background	train
The leak is a risk factor of sepsis, and it is a one of the most important causes of postoperative mortality <CITED HERE>.	background	train
However, both astrocytes and microglial cells are known to produce NO <CITED HERE>, and indeed we found that IFN-c stimulation of these cells resulted in NO release.	background	val
1999); anther <CITED HERE>; leaf, cotyledon and root segments (Gill et al.	background	train
3H-PDBu and 'H-forskolin autoradiography were performed as described (<CITED HERE>, b).	background	train
Physiological changes in the CF gut lead to the accumulation of viscous (sticky) mucus and faecal material in the terminal ileum, caecum and ascending colon which form obstructing mucofaeculant impactions (<CITED HERE>).	background	train
…nature of maintaining multiple lines that apparently require different culture media, passaging methods, culture substrates and feeder cell types / densities (Thomson et al., 1998; Reubinoff et al., 2000; Hovatta et al., 2003; Mitalipova et al., 2003; <CITED HERE>; Stojkovic et al., 2004).	background	train
"Although these twomethods described above were originally proposed for single-shell data, they can be generalized for multi-shell data using two different approaches:
 ‚Ä¢ First fit diffusion models, such as DTI (Basser et al., 1994<CITED HERE>aging (Assemlal et al., 2009; Cheng et al., 2010b), to high-anisotropy diffusion signal E(q) in R3."	method	train
As reported previously by others in immortalized TRAF6 KO MEFs <CITED HERE> or TRAF6 KO monocytes (39), we found that IL-1 signaling could be restored to immortalized TRAF6 KO MEFs by reexpressing the WT TRAF6 but not by the TRAF6[C70A] mutant, whereas only trace IL-1 signaling was restored by the reexpression of TRAF6[L74H] (Fig.	result	train
samples, one can statistically predict the accuracy of the point-estimate under consideration with a certain level of confidence <CITED HERE>.	background	train
This scenario corresponds to the structure of irreversible MichaelisMenten, well-known in the literature (<CITED HERE>), where an enzyme appears predominantly in the reversibly interconvertible forms of the free enzyme E and the enzymesubstrate complex ES, and the product P is…	background	train
Subjects were seated in a custom experimental chair <CITED HERE> with the hip joint at about 100 and the knee joint at 90 .	method	train
The accuracy of the MBIM technique was validated in a previous study <CITED HERE>.	result	train
Although the study of heat transfer in magmatic systems has a venerable history <CITED HERE>, the explicit connection between heat transfer and the trace element and isotopic evolution of magma in open systems has been investigated less thoroughly despite the obvious coupling.	background	train
Moreover, EAAs activate glutamate receptors, in particular NMDA receptors, and facilitate spinal sensory transmission, which contributes to the hypersensitivity and neuroplastic changes of dorsal horn neurons in chronic pain states <CITED HERE>.	background	train
cerevisiae, mutation in genes BNI1, BUD3, BUD6 and SPA2, which regulate polarity and proper cell development, triggers cellpolarity phenotypes <CITED HERE>.	background	val
Given the importance of both phosphoacceptor wing residues for DNA binding, it can be anticipated that their phosphorylation as observed in vivo (<CITED HERE>) might also affect the interaction with DNA.	background	train
Through an ATPase cycle, Hsp90 facilitates proper folding of ‘client’ proteins, thereby regulating their stability, protein interactions, intracellular trafficking, and functions.<CITED HERE> To fulfill these functions, Hsp90 interacts with its cofactors and cochaperones including Hsp70, immunophilins, and p23, to form the Hsp90based chaperone complex.	background	train
is influenced by genetic, metabolic errors and environmental factors <CITED HERE>.	background	train
The more personalised search engines and social media are, the smaller the chance of running into something that challenges users’ earlier searching behaviour (cf. Abel et al., 2011;<CITED HERE>1; Hannak et al., 2013).	background	train
In MAPT gene exon 10 pre-mRNA alternative splicing, the tau protein 3R and 4R isoforms are formed at similar levels, and exceptions to these results yield FTDP-17.<CITED HERE> Neurons require certain factors to regulate the equilibrium of both isoforms.	background	train
The power of ConSurf, in comparison to other popular alternatives based on consensus and relative entropy approaches, is that the evolutionary rates are estimated based on the phylogenetic relationships among the homologues and the specific dynamics of the analysed sequences using advanced probabilistic evolutionary models <CITED HERE>.	background	train
These advantages of using waveguides enable synchronized concurrent accesses of an optical bus in a pipelined fashion <CITED HERE>.	background	train
Arpp/Ankrd2 has been found to be induced in denervated muscles <CITED HERE> and in muscles chronically immobilized in a stretched position (Kemp et al.	background	train
…by offering a consistent way to differentiate two types of results that provide evidence of statistical mediation, drawing on earlier work (Baron & Kenny, 1986) and more recent advances in meditational modeling (Hayes, 2013; MacKinnon et al., 2007; <CITED HERE>; Preacher & Hayes, 2004).	result	train
Indeed, IgAN is the main cause of ESRD in patients of all ages with primary glomerular disease <CITED HERE>.	background	train
To check whether general attitude influences perception of benefits and risks, a simple mediation model of <CITED HERE>,(45,46) with 1,000 bootstrap resamples, was used.	method	train
"…inhibition
Antibiotic inhibitory traits of Streptomyces isolates were evaluated against 5
standard Streptomyces isolates that vary in their antibiotic resistances (DL87, 4-2, 2-12, 4-16, and 6-14; <CITED HERE>) using an agar-overlay method as described in Davelos et al. (2004a)."	method	train
Table 1 shows the macronutrient and fatty acid compositions of the diets, determined as previously detailed (<CITED HERE>).	method	train
Although a few studies have associated a higher tonic respiratory sinus arrhythmia (RSA) with lower ratings of social competence [23], results have generally supported the assumption that a higher tonic HRV reflects a greater capacity for regulated emotional responses and selfregulation <CITED HERE>.	background	train
Additionally, magnetic fields <CITED HERE>, electric fields [16,19,20] or a combination of both [21] have proven to be efficient in obtaining bigger and higher-quality protein single crystals for X-ray crystallography.	background	train
In agreement with the results of previous reports, we showed that CRF injected ic inhibits gastric emptying of a noncaloric liquid solution in rats (<CITED HERE>1994; TacheÃÅ et al., 1987; 1991; Yoneda et al., 1992).	result	train
…to expression in the fetus, Igf2 is expressed by the placenta (Constância et al. 2002) and mice lacking the placenta-specific Igf2 transcript show IUGRaswell as placentas that are small and have altered nutrient transport <CITED HERE>02; Sibley et al. 2004; Sferruzzi-Perri et al. 2011).	background	train
, 2007), was recently reported to activate MuRF1 and atrogin-1 transcription and muscle atrophy <CITED HERE>.	background	val
Measuring instrument for trust – trust of the internet and trust of the government is adapted from the Web trust theory <CITED HERE>.	method	train
For example, it is well known that translation-invariant undecimated wavelets <CITED HERE> are a dramatically more effective domain than the basic fully decimated orthogonal (or biorthogonal) wavelets for denoised a signal by shrinkage; the realization of	background	train
A link between PTSD symptoms and FM has also been reported in both careseeking (<CITED HERE>; Cohen et al., 2002; Roy-Byrne et al., 2004) and community (Raphael et al., 2004a) samples, but only one study (Roy-Byrne et al., 2004) employed a formal psychiatric diagnostic interview.	background	val
A high viral load in blood, severe thrombocytopenia, and platelet dysfunction may result in increased capillary fragility (<CITED HERE>), clinically manifested as petechiae, easy bruising, and gastrointestinal mucosal bleeding (Deshwal et al., 2016), which is characteristic of DHF/DSS. ADE has…	background	train
The results linking neutrophil ROS production with NETosis and subsequent bacterial killing are consistent with several prior reports <CITED HERE>.	result	val
vivo UV cross-linking does not promote formation of covalent bonds between proteins <CITED HERE>, and hence offers an approach to “freeze” directly binding RBPs to RNAs in vivo for subsequent immunoaffinity (König et al.	background	train
For a fair comparison with FISM, we optimize it with the same point-wise log loss using the same <CITED HERE> learner.	method	train
Here we use the value of ten (because our previous study showed this is the number of items that can be managed efficiently in the browser’s sidebar <CITED HERE>2]).	method	train
with the generations linked through the division mechanism Ri(t, x) as a source term (see <CITED HERE>).	background	val
An avenue of future work would condition the sentence topic distribution on a document distribution over topics <CITED HERE>.	background	train
It has been proved that minimum energy per operation is achieved by operating circuits in the subthreshold region <CITED HERE>.	background	train
It has previously been shown that word embeddings represent the contextualised lexical semantics of words (Mikolov et al., 2013; <CITED HERE>).	method	train
ablation of TLR4 are protected from experimentally induced inflammation and fibrogenesis in these organs, suggesting an important functional role of TLR4 in sustaining pathological fibrogenesis <CITED HERE>.	background	train
There was an estimated 214% increase in older adults living with AIDS between 1994 and 2000, which accounted for almost 19% of all AIDS cases in 2000 <CITED HERE>.	background	train
Although the experimental evidence for this adaptive interpretation is compelling <CITED HERE>, the published comparative data lack an appropriate phylogenetic context for statistical analysis, so it is not known whether the AChR locus has experienced sustained directional selection in venom-resistant clades.	background	train
Endothelial function was assessed by ultrasonic measurement of FMD of the brachial artery following the standardized protocol described in the guidelines <CITED HERE>.	method	train
The characteristics of these depolarizing responses appeared to be rather close to those described earlier <CITED HERE>.	method	train
The three items were used previously in two international research projects on physical activity (Rütten et al. 2001; <CITED HERE>; Stahl et al. 2002), and have been tested for reliability (Rütten 2001).	method	train
…and those from a previous study in which knockout of CTC1 resulted in similar telomeric and proliferative defects in mouse embryonic fibroblasts (<CITED HERE>)may seem at oddswith studies demonstrating that knockdown of either Stn1 or Ctc1 did not result in telomere dysfunction or any…	result	val
These SNPs were genotyped using the Sequenom MassARRAY iPlex Gold system (Sequenom, San Diego, USA) in 2397 <CITED HERE> subjects possessing mathematics data at age 10.	method	train
In <CITED HERE> a reduction of the dependability tree was proposed for the application of autonomous mobile systems.	background	train
Our results are in agreement with the results of previous in vitro studies <CITED HERE>, demonstrating that, in patients with CHB resistant to both lamivudine and adefovir, a combination of the two drugs was not effective, resulting in a significantly higher rate of early virologic non-response after 6 months of treatment and a significantly poorer virologic response at 12 months compared with entecavir monotherapy, independent of other factors.	result	train
A comprehensivemotor battery included the assessment of catatonic signs by means of the Modified Rogers Scale (MRS) <CITED HERE>; parkinsonism with the Simpson-Angus Scale (SAS) (Simpson and	method	train
MT has been used to check the functional correctness of various applications [6], [7], [8], <CITED HERE>, [10], [11], [12], [13], [14] and has also been applied to program proving and debugging [15], [16].	method	train
Maternal depression symptoms were assessed at 10 time points (18 weeks gestation, 32 weeks gestation, 8 weeks postnatal, 8 months postnatal, 1 year 9 months, 2 years 9 months, 5 years 1 month, 6 years 1 month, 8 years 1 month and 11 years 2 months) using the Edinburgh Postnatal Depression Scale (EPDS) <CITED HERE>.	method	train
The effects of myostatin in tumor cachexia might depend on myostatin from skeletal muscle, but also on myostatin secreted from tumor cells <CITED HERE>.	background	train
Local adaptation may, however, be inferred in several ways, one of the most widely used being reciprocal translocation studies, where different populations are reared in a reciprocal manner in their locations of origin <CITED HERE>.	background	train
In contrast with our findings, 2 studies reported that quercetin decreased insulin-stimulated glucose uptake <CITED HERE>.	result	train
"Found at: doi:10.1371/journal.pone.0007538.s006 (0.52 MB TIF)
 Data S1 Gene expression matrix (3,345623) identified by<CITED HERE>MSVD and analyzed by CPP-SOM in fenretinide-induced apoptosis of NB4 cells."	method	train
Sleep duration, movement patterns, and neurological status of premature infants (group 1) are comparable to what has been previously reported (<CITED HERE>; Curzi-Dascalova et al., 1988, 1993; Watanbe, 1992; Mirmiran et al., 2003).	result	train
Non-technological innovation is increasingly considered as important for more socially sustainable farming systems, for example by means of value chain reconfiguration (Devaux et al., 2009) and novel co-operation arrangements between different farm and non-farm businesses (<CITED HERE>).	method	train
However, only Konkol and Konopı́k <CITED HERE> evaluated their system according to the CoNLL metric.	method	train
Consistent with results in an animal model of habitual exercise <CITED HERE> and with results obtained in studies of athletes (Levine et al.	result	val
Antioxidants (vitamin E, etc.) are suggested to play a possible role in protecting against CP-induced nephrotoxicity mediated by oxidative stress (Appenroth et al., 1997; <CITED HERE>; Sueishi et al., 2002).	background	train
Mediated transport of NAADP across membranes has also been observed, which is found to be also inhibited by an inhibitor of the nucleoside transporter, dipyridamole <CITED HERE>.	background	train
Experiment results of our proposed algorithm, KBT [10], PPM <CITED HERE>, LBPT [20], KCF [9], LBP&PPM and CT&ED on eight challenging sequences (from top to bottom are Basketball, Car, Coke, Doll, Lemming, Matrix, Trellis, Woman, respectively).	background	train
With new recommendations for a broader HPV vaccination campaign [3] and evidence that HPV is responsible for more cancers than originally thought <CITED HERE> community education is important in reducing the incidence of HPV and cervical cancer.	background	train
E-cadherins are indirectly linked to the cortical actin cytoskeleton through b-catenin and a-catenin (<CITED HERE>; Miyoshi and Takai 2005).	background	train
Of the remaining studies, 8 measured CRF with an electronic cycle ergometer, 1 measured CRF with a stepping ergometer, and 2 did not report the exercise equipment used to measure <CITED HERE> VO2max was measured directly from expired gas analysis during maximal effort in 14 studies and estimated using previously derived equations in 13 studies.	method	train
